symbol	chrom	start	length	strand	score	exons
SEPT6	chrX	119615724	77646	-	53	0,1018,203,3106,5283,45,3938,191,3851,133,3534,169,3496,97,9148,162,2755,187,10441,196,11876,115,17407,295
TBC1D9	chr4	140620781	135536	-	20	0,2136,1198,104,94,75,3052,87,772,66,5582,241,4897,69,175,99,17668,130,300,286,1775,118,2187,215,6809,151,566,171,915,207,5967,208,1840,262,411,229,6500,119,15041,111,54301,402
FLNA	chrX	154348531	26107	-	414	0,505,325,204,83,219,163,177,701,133,539,116,187,138,159,267,105,123,96,153,76,204,91,162,96,174,187,129,107,141,89,103,132,96,113,248,2178,24,159,190,575,157,89,124,415,171,91,161,77,163,85,174,84,598,720,263,99,118,191,170,93,91,85,161,82,124,1237,144,93,114,153,194,101,137,178,124,89,138,537,201,83,163,91,78,92,119,546,148,96,98,103,249,2782,489,3144,133
WDR43	chr2	28894642	53578	+	28	0,281,7063,138,4335,122,6008,121,1358,140,3684,103,4923,65,1998,172,1314,87,1014,132,1878,132,5810,87,1314,32,977,64,3466,114,737,70,4068,50,100,1621
SNX13	chr7	17790760	149748	-	16	0,3532,2534,113,1750,69,250,146,2433,72,1759,460,10955,111,1237,108,5219,173,4340,70,3918,38,2125,331,1548,133,576,105,4941,194,5594,100,4652,89,390,139,17442,84,5037,89,1863,102,87,122,3639,3514,5616,229,1574,122,1061,90,1696,103,3899,113,42837,225
MAPK8IP3	chr16	1706182	64135	+	48	0,475,17899,121,4460,71,278,92,13753,145,3552,247,968,103,255,120,3812,7,5607,12,818,18,958,62,364,153,691,82,1045,131,193,57,104,171,650,127,331,96,90,159,553,166,781,183,77,190,119,120,74,81,100,68,177,149,266,172,69,114,150,39,91,180,98,150,76,1615
GGA3	chr17	75236591	25802	-	75	0,1798,262,111,151,170,291,197,217,320,233,71,399,246,342,117,98,82,639,138,357,81,151,104,280,124,1048,99,1791,76,127,85,2043,169,12539,114,620,112
MPRIP	chr17	17042456	150192	+	50	0,515,32738,78,2223,66,48625,152,4763,85,4517,232,1465,514,4197,139,790,114,2366,57,1226,69,2756,90,4072,110,4016,571,2237,117,2752,3807,3802,148,832,118,1100,160,1217,120,1013,87,737,163,2590,86,518,63,4153,7826
NUP205	chr7	135557913	90838	+	56	0,59,13132,143,2406,172,2444,145,554,160,667,229,726,176,5905,176,2567,117,163,138,3457,151,1386,206,1354,183,2638,51,579,210,2662,100,400,138,1297,190,1345,121,1684,82,524,165,331,125,6787,115,1642,150,589,72,363,158,354,81,729,192,819,268,99,99,2888,149,2238,192,884,122,1611,139,2232,127,5110,77,2273,129,497,127,4508,167,1536,124,449,129,561,74,2172,348
STAB1	chr3	52495339	29156	+	42	0,152,5674,137,335,116,252,86,67,70,403,96,271,111,234,197,231,131,125,128,305,89,189,138,126,141,175,63,286,114,101,54,233,81,441,159,762,63,255,96,246,87,850,112,548,187,85,94,113,159,1142,96,595,96,159,48,184,131,171,112,475,78,88,99,133,99,151,132,204,129,159,57,377,84,536,196,117,96,90,46,104,77,215,126,210,74,156,75,256,123,308,48,176,78,109,147,394,141,100,60,379,177,83,87,109,150,92,57,105,202,355,150,85,105,143,108,85,194,99,145,80,134,86,166,84,110,87,120,85,150,75,105,114,147,82,114,86,196
EFR3A	chr8	131904087	109552	+	20	0,1243,11423,85,23660,146,4100,128,1610,151,3335,122,3727,150,1800,138,3679,79,8631,136,2045,168,5383,115,899,52,1754,173,326,76,4717,162,628,132,1133,68,1313,128,987,51,7665,92,4271,230,760,49,795,104,529,50,7504,2850
RTF1	chr15	41417103	66460	+	40	0,210,21007,111,14469,148,4623,205,6894,115,1255,112,4004,136,779,178,3270,83,822,88,99,108,626,78,641,122,171,58,1032,78,477,96,1015,112,255,2983
SLC35D1	chr1	66999331	55066	-	15	0,5117,4636,83,11201,79,1087,68,20633,93,4936,103,2414,69,582,72,1507,68,691,87,98,34,821,587
FLNB	chr3	58008399	163856	+	118	0,457,68189,249,1422,98,2814,148,13059,119,1186,78,1596,163,733,198,3294,138,1618,127,994,137,1463,194,1584,114,607,144,253,124,310,161,1620,91,267,170,6553,118,2251,263,1589,598,641,174,1075,163,858,161,3978,168,1018,93,788,124,1684,157,1206,190,2113,248,3328,72,720,103,720,141,2307,129,770,174,1212,159,284,204,997,153,102,123,3147,267,1149,138,1031,116,3478,133,3467,177,5109,219,931,204,781,1681
TTLL12	chr22	43166621	20510	-	26	0,1538,614,139,587,69,2250,82,502,152,1160,112,382,195,95,117,1704,77,3222,134,88,160,741,199,2039,170,3743,239
GPD1L	chr3	32106510	62205	+	25	0,248,21317,178,10333,141,1500,139,6255,113,12141,234,458,107,6139,2902
ABRAXAS2	chr10	124801784	34886	+	32	0,117,4929,91,9654,37,2771,67,7144,191,1970,120,517,85,1871,115,3038,2169
METAP1	chr4	98995636	67173	+	27	0,231,32999,52,5311,113,1057,61,3913,92,1577,84,2122,139,1791,132,3422,144,8876,66,3335,1656
ZCCHC14	chr16	87406245	85609	-	16	0,4090,1180,1461,78,141,1218,128,734,92,2092,283,1104,55,881,95,729,110,3093,72,9246,74,26806,124,31537,186
LPIN1	chr2	11677543	149864	+	95	0,185,36027,57,10502,225,16809,80,5156,87,1861,208,7006,118,7158,264,2246,201,2029,96,3513,308,1940,126,2340,108,3325,127,2555,307,1321,94,963,191,1997,94,1219,70,3251,78,128,93,3401,80,7419,127,1389,149,498,87,9931,153,4243,267,660,104,4117,2776
SEPT8	chr5	132750816	27053	-	36	0,1365,3822,2821,1977,191,140,133,192,169,173,97,587,162,1060,187,331,196,989,121,11578,268,300,194
CEP68	chr2	65056360	30648	+	28	0,168,12870,403,1652,1527,1301,123,3463,97,4571,174,929,3370
PASK	chr2	241106098	43881	-	35	0,625,629,147,667,134,3939,200,1195,1543,110,126,7318,168,1049,185,2062,1256,5422,157,2840,169,964,261,688,135,566,141,1090,171,465,233,2083,238,6339,91,103,221,128,23
RGL1	chr1	183636046	292505	+	13	0,455,60901,110,44613,164,62791,244,1050,111,41080,209,18221,78,14542,185,2985,125,812,216,3535,104,3499,85,5646,90,2252,87,2331,33,2249,122,2040,90,4980,187,4178,255,5520,115,3768,2447
FLNC	chr7	128830428	28846	+	128	0,561,4336,249,1585,98,140,151,88,119,231,78,202,163,173,201,1219,138,387,127,159,137,199,194,90,114,663,144,200,124,95,161,274,91,88,170,218,118,90,263,391,598,734,174,137,163,281,161,791,168,80,124,492,157,75,190,198,24,126,248,397,99,309,100,319,141,288,129,94,174,962,162,75,204,437,153,93,123,136,243,196,270,92,138,286,116,1203,133,94,177,196,219,671,210,118,939
RFTN1	chr3	16315844	197871	-	20	0,1388,6143,82,3315,104,31055,116,12028,204,7438,385,31272,109,24367,187,59687,153,19564,274
DIP2A	chr21	46458948	112278	+	22	0,274,25534,72,5771,120,6268,120,1474,252,5524,132,4767,120,2040,198,17477,92,2943,111,1286,124,356,110,471,103,2536,65,157,94,943,120,1274,115,1764,140,3241,137,607,426,608,293,2563,340,432,202,889,110,80,81,2264,124,282,122,125,112,1048,110,847,131,515,169,469,171,2328,62,964,58,2052,75,1780,175,672,124,686,2644,616,597
MESD	chr15	80947325	42553	-	28	0,1573,3060,338,23448,3733,2472,233,7396,300
LARP4B	chr10	806913	124792	-	38	0,6300,1423,214,95,125,2654,165,2910,46,4219,252,447,107,3514,210,86,54,1132,111,5425,104,6425,137,1908,79,18687,141,239,148,20176,60,1134,120,45667,278
RCOR1	chr14	102592658	137918	+	111	0,529,78,60,88569,84,19299,53,6020,162,952,119,2351,79,3409,195,6389,78,235,58,809,230,4051,4109
PHLDB1	chr11	118606497	51541	+	37	0,175,918,109,5594,157,365,81,662,124,1358,171,8722,126,2245,1346,2556,273,433,141,105,138,3096,156,3342,111,160,90,3002,141,1405,141,131,103,1181,295,84,91,2104,147,2000,117,251,103,5057,86,169,33,790,1356
KANK1	chr9	470290	275816	+	50	0,84,181,127,2511,80,31281,200,34761,118,874,160,8439,615,127168,153,9724,155,6417,448,12890,575,3552,2661,16586,198,909,109,1111,240,2130,88,1516,206,1727,220,2287,143,1270,201,2085,99,583,934
FLOT2	chr17	28879334	18402	-	112	0,1265,113,150,329,184,438,215,89,120,99,114,122,119,416,124,993,91,1541,91,2997,82,8499,211
UBXN4	chr2	135741618	43445	+	27	0,393,6255,103,5169,29,591,119,1239,175,6126,94,7857,55,747,165,1684,128,3701,103,2596,132,1103,203,2363,2315
CYFIP1	chr15	22867052	113846	-	70	0,3140,2632,148,518,239,820,95,554,73,4641,131,1802,91,931,144,9878,88,10728,200,5288,120,1206,109,108,77,1365,97,2450,157,1594,837,474,148,756,167,7123,126,1798,123,4194,118,1461,92,3210,105,1983,129,90,97,3665,182,1203,102,202,78,2063,90,76,150,592,119,32257,168,113,331
ATG4B	chr2	241637611	36245	+	58	0,113,13285,102,152,72,2176,99,935,102,623,73,3764,80,7457,194,1304,79,318,146,2040,57,529,114,765,1666
GANAB	chr11	62624825	21901	-	114	0,1099,140,101,169,113,123,114,175,75,113,77,164,65,1415,244,181,102,292,97,129,144,239,80,102,127,95,236,193,154,1381,181,259,97,82,88,173,123,742,66,445,180,3982,128,248,109,159,105,198,289,6343,165
FBXL7	chr5	15500195	439601	+	27	0,518,724,286,114259,90,311817,612,7948,3347
MDN1	chr6	89642774	177020	-	42	0,1419,821,143,1382,64,1428,115,109,74,1694,175,533,116,1344,90,710,164,1008,171,1429,205,731,102,1407,162,239,308,2513,148,508,153,552,176,1519,142,3385,138,2767,162,1119,164,183,156,533,227,641,486,874,116,522,106,1362,127,902,147,1843,163,2380,199,500,74,971,110,841,147,928,122,320,95,639,96,399,236,1061,274,529,162,1608,706,925,110,1421,388,367,215,2290,171,565,127,335,232,351,211,701,121,225,158,3997,134,1168,116,1019,133,2052,114,1241,221,318,212,361,149,1246,209,901,117,880,160,1556,262,139,264,105,90,3729,189,368,108,1579,198,2436,123,975,209,1586,198,1633,219,5550,130,1778,145,2771,131,295,139,1558,139,80,135,1702,142,1752,147,173,209,602,179,898,152,1929,111,460,148,2046,114,1864,97,464,145,2684,104,570,212,9030,61,951,149,1899,113,1866,96,3516,82,1105,194,3419,115,2727,104,1822,132,247,243,3360,193,145,108,369,225,8526,227,15951,289
FAM120A	chr9	93451695	114420	+	56	0,694,18751,247,4868,83,21132,129,1190,97,16780,101,215,287,10885,88,2110,2054,748,435,10632,250,7105,115,5690,210,1235,184,570,138,2390,142,957,97,1924,1887
FAF2	chr5	176448354	61720	+	65	0,116,30717,69,7098,135,2461,77,3166,139,1666,86,99,92,2210,178,2250,172,917,144,6621,3307
PSME4	chr2	53864066	106774	-	53	0,1507,511,139,523,134,2495,163,4800,156,1132,129,9934,86,1483,209,390,132,731,92,1291,105,2599,153,713,126,1207,70,506,154,1067,82,984,130,301,54,1526,137,1332,210,2465,132,2441,96,112,63,1451,99,91,56,218,57,1234,56,9020,96,946,158,538,216,1412,68,464,70,202,99,2119,151,269,65,1370,90,633,187,3531,266,567,93,1844,123,1359,75,602,64,563,150,2415,45,8420,117,605,141,21259,298
GSE1	chr16	85611422	64784	+	38	0,109,1598,269,20515,219,14419,200,5526,173,343,198,734,192,425,323,611,328,3541,620,1215,113,250,271,1400,114,847,372,1792,285,2570,104,1306,3802
ATP11B	chr3	182793502	128131	+	17	0,284,26473,117,7743,90,1462,81,6282,108,199,129,600,104,4900,48,3335,65,2953,82,9320,151,1133,198,6096,243,569,176,932,69,1633,74,76,104,3024,182,1274,204,5480,154,1229,103,3771,146,1052,60,1575,128,1696,139,7151,66,537,104,1200,166,15088,134,4028,3611
FAM168A	chr11	73400477	197712	-	28	0,6267,768,131,1843,175,1732,143,8337,126,5022,27,5641,81,37634,88,129430,267
PMPCA	chr9	136410572	13189	+	32	0,167,1257,203,290,80,240,83,1660,95,1643,101,559,264,802,93,445,119,154,91,125,63,2725,145,1118,667
ARL6IP1	chr16	18791666	10012	-	36	0,1704,1228,85,780,118,2343,120,656,134,2364,172,60,248
ACSBG1	chr15	78170844	63863	-	17	0,685,2063,247,545,140,4089,218,718,231,974,182,1032,177,320,150,89,81,10720,121,305,89,485,221,13275,101,26268,337
PLEKHM2	chr1	15684302	50467	+	17	0,316,31618,107,363,110,1076,100,545,88,1108,187,1408,60,3928,229,1468,819,246,70,118,91,311,65,368,89,606,133,602,191,469,66,631,160,301,180,82,117,1068,973
SYT11	chr1	155859468	25731	+	28	0,327,8169,827,11708,124,574,4002
MLC1	chr22	50059390	26539	-	62	0,2267,2376,165,4234,123,1971,57,3632,117,2508,72,488,102,2415,102,324,54,2686,90,1552,236,177,214,2,575
FLT1	chr13	28300345	194783	-	667	0,3023,3309,95,2070,85,2662,143,260,106,5399,100,1825,112,1928,123,676,98,430,157,4515,89,2064,114,4296,105,5038,133,6144,107,12002,132,10411,567,16221,147,519,4554,6855,109,1975,75,6661,115,21264,160,433,170,2128,118,968,175,2508,137,102,163,4000,125,28557,227,391,97,27162,349
JMJD6	chr17	76712831	13968	-	61	0,3891,1720,418,1499,139,1299,136,1838,287,1408,389,491,453
ZC3H4	chr19	47064189	49563	-	28	0,3680,1222,252,2434,344,230,362,8799,110,561,112,2049,111,600,140,122,97,969,155,3428,223,3780,111,308,220,17815,166,1130,33
RRS1	chr8	66429027	1706	+	29	0,1706
SULF1	chr8	69466623	194289	+	109	0,327,25842,333,2639,162,5947,95,61570,73,304,232,11822,240,10147,152,2463,170,3758,84,7619,151,900,176,1362,129,279,57,1146,130,16102,217,2690,256,3012,97,465,95,304,66,1267,176,8822,143,90,124,1949,34,1382,175,16106,2408
XPO6	chr16	28097975	113943	-	35	0,664,2818,231,158,99,2600,162,1335,172,168,115,1024,156,4139,190,897,147,4267,145,4207,93,3926,160,6485,70,1437,93,1282,109,10769,110,6455,127,3288,454,9980,78,3164,160,5988,198,1124,113,3608,91,27955,136,2243,553
PRRC2C	chr1	171485526	107985	+	39	0,209,26296,169,800,172,1363,110,1088,126,1731,224,4362,83,961,134,80,88,1298,145,2825,54,4498,619,2466,170,431,250,984,211,2497,2259,3249,209,4398,155,6999,904,2874,86,5129,189,170,252,1403,93,2980,102,3505,202,2305,204,1716,113,361,137,3991,232,231,108,2476,219,426,104,627,127,3081,1925
TBC1D1	chr4	37891083	248092	+	46	0,265,10654,510,111996,465,3380,90,2147,105,890,133,6069,92,7708,111,8663,129,1326,87,3714,281,2000,162,1045,120,973,140,35593,186,5811,162,6908,159,7023,554,1167,200,3608,245,2078,160,1761,155,4853,170,7952,174,3877,2041
ZFR2	chr19	3804023	65006	-	5	0,2102,1046,98,1602,112,1766,96,426,95,2453,139,2715,172,2199,191,946,109,1049,140,601,120,1045,158,1826,178,2063,183,3649,254,103,219,1785,115,994,211,16822,809,2787,158,13405,65
NBEAL2	chr3	46979682	30022	+	17	0,230,8077,88,591,89,84,129,114,82,93,122,129,83,1625,86,101,283,151,107,528,81,1381,84,434,99,478,602,80,133,85,120,219,322,158,83,120,93,212,175,127,134,372,160,236,103,151,163,79,159,197,160,155,86,173,516,596,179,99,160,250,138,93,369,82,150,124,158,154,125,92,136,506,161,100,317,101,96,381,125,84,141,167,131,118,110,98,118,101,98,70,117,616,90,85,110,174,173,118,95,159,117,96,159,78,149,320,136,94,486
FBXO28	chr1	224114086	47961	+	35	0,310,16075,110,3492,139,18929,196,4014,4696
FLT3	chr13	28003273	97319	-	641	0,901,10277,106,599,100,333,112,2765,123,4760,128,1383,83,340,132,1672,154,936,111,5598,105,90,133,86,107,1087,179,261,109,1141,104,10986,169,940,154,97,140,320,128,2322,130,4672,116,4404,203,8421,122,29855,125
DTX4	chr11	59171429	37158	+	8	0,59,850,468,8932,724,6272,62,365,162,1790,62,922,153,2957,162,4314,90,4902,3912
RHOBTB2	chr8	22987416	32781	+	44	0,147,4504,113,2380,79,1208,35,3696,527,4319,202,745,104,484,186,582,1019,246,119,2426,151,4001,89,859,106,1508,2946
RRP12	chr10	97356700	44670	-	52	0,496,1340,83,323,68,1535,73,3235,50,2204,126,212,176,120,168,131,92,2292,158,584,108,180,106,155,81,126,159,991,94,569,68,242,155,374,163,92,65,5398,122,213,143,1028,115,472,98,231,112,3339,92,637,99,2258,128,109,136,1798,117,199,106,2839,77,2457,84,4003,230,558,278
SYNE2	chr14	63852964	373487	+	75	0,179,55954,130,31386,62,1019,96,94,78,88,93,7681,182,4712,197,6609,101,2273,102,3708,138,8716,165,1177,113,834,163,1639,79,253,188,1456,165,942,150,2569,162,3793,159,372,174,2719,135,1074,159,1744,212,142,91,827,110,585,127,1521,158,1214,148,638,611,3712,180,2743,151,6356,159,963,162,2235,102,1221,201,341,172,722,113,1393,203,452,120,98,292,1157,152,753,310,2101,165,956,342,16642,156,1455,266,1680,2101,2286,323,6484,145,2536,219,4994,266,3057,169,1808,156,2365,141,1849,183,804,138,6090,186,1717,123,1169,183,2300,132,4468,198,600,75,3110,111,5448,117,5733,231,5855,183,1317,135,950,122,152,142,2651,132,1116,153,118,210,1644,102,1228,120,146,201,2016,174,1630,132,3586,197,1957,133,1267,183,418,147,1683,177,2119,156,6340,153,5908,171,516,131,2629,205,1125,180,1703,126,1822,155,107,145,1237,95,1256,235,4481,195,2219,126,8940,156,1970,159,1362,167,12563,163,5794,188,482,151,363,183,1836,138,712,195,1135,330,815,69,599,434,2010,115,695,203,1026,201,896,171,1484,192,1080,87,448,50,273,1133
NUP210	chr3	13316229	104090	-	55	0,1552,1290,84,74,96,437,217,1605,251,357,147,969,124,2362,137,1285,221,1333,176,1513,175,1658,92,3069,159,1174,132,918,81,1936,180,202,63,1449,136,112,128,1051,129,8575,102,99,105,1369,107,254,193,4114,174,1874,222,5454,146,5742,199,1685,156,1630,138,649,141,1024,107,1349,69,582,159,6553,133,1895,151,2757,97,6049,132,2236,137,20198,260
PLCL2	chr3	16884958	205648	+	23	0,408,47723,202,76382,2487,2547,204,27962,76,25006,110,21667,874
ARHGEF9	chrX	63634966	150580	-	30	0,3243,5770,69,11445,244,10148,132,8020,130,4172,233,18552,180,8953,192,18082,180,29592,848,6,59,617,77,29205,431
FLT3LG	chr19	49474208	12023	+	59	0,73,279,112,1001,128,315,82,224,144,2342,139,1250,179,75,69,5343,268
VPS13A	chr9	77177444	240039	+	45	0,360,22140,44,1376,43,3905,96,569,102,3343,110,1083,60,2293,60,205,81,1014,58,5567,128,195,107,801,172,4569,63,477,133,792,95,636,143,9737,190,80,115,8872,137,2701,133,2005,118,7733,139,13055,85,2133,155,412,157,3937,80,1628,60,194,154,1080,117,75,104,9690,168,2033,305,7068,148,4882,154,5893,128,375,170,588,218,703,233,1199,93,536,357,980,102,1495,159,163,256,1320,161,8782,104,5141,283,1978,396,266,105,121,147,3602,129,727,134,6174,130,1962,233,3072,154,824,147,518,82,894,70,1133,106,4818,114,1153,146,1182,82,1162,114,844,76,82,164,311,46,90,124,10826,112,191,727,1579,606,18045,86,2542,124,1545,75,8348,1528
SEL1L3	chr4	25747426	116169	-	12	0,1138,8969,73,81,103,1150,128,6257,110,2089,85,130,91,8446,84,2715,128,3038,177,1809,63,3933,141,2090,120,11708,180,2078,212,13385,141,1529,133,2055,133,7969,59,2838,116,337,122,1627,127,11970,571,14810,357,402,162
TBC1D12	chr10	94402428	133904	+	8	0,1156,38311,124,32648,116,18581,83,3607,118,3048,107,6939,81,2743,89,1403,72,10300,129,260,110,8748,259,1567,3305
EXOC6B	chr2	72175983	650059	-	22	0,3478,3391,53,1169,113,150759,74,44708,142,85289,180,15276,135,11567,112,3000,110,914,106,1894,98,1349,72,13159,121,1381,47,362,84,44326,69,15970,177,142434,205,12699,46,102,91,1825,48,8185,166,84328,245
DNAJC9	chr10	73241955	5376	-	35	0,1564,323,87,1992,255,511,141,181,322
SIK2	chr11	111602390	124527	+	45	0,308,13544,117,3979,64,67598,162,12723,125,441,124,1627,221,1563,153,7071,165,7399,229,474,285,136,164,767,111,724,92,739,3422
PLCB1	chr20	8132264	752636	+	113	0,486,17543,78,221010,69,256843,138,17670,80,1718,54,1420,76,7734,101,1253,167,26227,147,12547,158,10886,83,7511,85,1322,178,4505,68,2234,97,2556,85,1656,125,4063,155,3635,165,2068,100,983,105,1015,110,15472,133,3228,54,4678,220,9180,181,13729,77,107,90,795,58,599,87,11794,118,79448,3279
ARC	chr8	142611043	3429	-	29	0,814,250,145,231,1989
PHLPP1	chr18	62715438	265005	+	81	0,1821,112775,197,8552,126,21525,167,34409,147,623,231,6952,203,2057,61,9628,96,4950,156,21603,201,3190,163,13357,131,4608,105,9041,195,2688,229,2636,2182
FLT4	chr5	180601505	48119	-	233	0,1885,4362,532,683,86,851,121,1305,149,1026,106,399,100,957,112,2187,123,410,95,1775,151,100,89,143,114,298,105,403,136,300,107,160,132,98,147,289,363,826,109,1095,127,1807,163,79,155,2616,118,259,169,268,140,107,163,119,113,217,245,882,97,17709,137
TMEM131L	chr4	153466345	170365	+	16	0,176,689,71,6563,44,76184,69,5645,124,1055,117,1175,111,22457,78,503,154,1629,59,315,109,1162,97,526,154,597,171,1362,70,1078,118,2045,142,1280,110,1214,73,2386,128,2204,143,3419,187,203,186,575,150,349,629,7821,149,8355,125,802,167,1048,186,3063,79,1379,83,5030,121,1353,89,1151,140,729,410
PACS2	chr14	105300810	97337	+	24	0,169,13435,623,33455,88,3797,90,2584,126,12035,163,698,74,311,81,1301,60,6867,158,2813,91,250,75,802,143,814,145,418,105,225,107,445,155,839,111,415,109,697,33,4243,43,1203,43,381,136,852,227,376,114,1218,3594
COBL	chr7	51016211	300650	-	26	0,1357,7540,264,1173,120,1046,1880,1220,98,12473,310,20707,1050,5379,2557,9672,171,1937,139,50853,174,47770,98,6650,229,2300,211,26151,204,96648,269
ANKRD28	chr3	15667235	192311	-	41	0,3321,5341,92,984,83,423,83,646,146,946,84,91,88,5662,220,556,118,102,88,3709,202,4518,75,374,27,919,112,11678,141,1603,69,1474,64,865,109,1278,115,936,79,6258,213,3254,143,10885,88,1535,201,14516,71,4663,68,9682,79,15122,221,13567,84,1089,1789,16055,70,45067,170
PDS5A	chr4	39822862	155094	-	56	0,2626,12367,353,3739,109,2599,146,1016,63,2970,120,549,133,12566,115,535,205,262,124,3401,137,2396,69,3523,159,1144,124,2580,161,2574,106,10415,116,7606,558,248,49,1600,82,1839,114,1579,152,4203,146,1703,95,3272,116,3321,141,3130,81,2222,127,3087,98,841,87,1099,204,48275,178,839,500
ASTN2	chr9	116423111	991946	-	31	0,2977,14520,184,1660,101,44805,142,123343,2762,4718,149,1837,134,31084,266,34903,567,38507,180,3041,105,4302,125,72108,189,14796,167,42799,151,111474,138,768,75,512,85,31306,168,31559,147,56078,108,45174,153,72879,385,76583,188,122983,561
BOP1	chr8	144262045	29393	-	46	0,272,78,108,84,85,180,289,79,181,76,133,81,70,69,81,69,162,82,213,77,102,97,118,85,155,11152,81,12790,210,1967,167
KIAA0556	chr16	27550146	230225	+	14	0,31,23723,56,44468,77,10159,170,2234,98,17441,132,28993,268,3402,132,16797,173,1033,66,1989,107,2200,103,4706,216,12637,138,18345,880,8663,723,1412,206,2248,79,7161,178,4718,166,3386,158,1569,65,1446,111,1735,140,1843,102,580,161,110,89,604,1798
